service_id,customer_id,service_date,service_type,service_center,city,promised_duration_hours,actual_duration_hours,delay_hours,labor_cost,parts_cost,total_cost,technician_skill_rating,wait_time_minutes,communication_satisfaction,overall_satisfaction,recommendation_score,nps_category,follow_up_received,issue_resolved_first_visit,service_advisor_rating,facility_cleanliness_rating,parts_availability,booking_method,pickup_dropoff_used,warranty_claim
SRV_003791,CUST_01053,2024-11-13 05:00:18.700242,Regular Service,Jayanagar,Bangalore,2.1,2.4,0.3,3688.0,712.0,4401.0,0.65,80.0,4.1,3.6,7.9,Passive,True,True,3.1,3.6,Available,Phone,False,True
SRV_003792,CUST_01765,2023-02-18 05:00:18.761245,Regular Service,Howrah,Kolkata,2.4,2.2,0.0,4055.0,1231.0,5287.0,0.97,60.0,4.8,4.4,7.7,Passive,False,True,3.4,4.4,Delayed,Walk-in,False,False
SRV_003793,CUST_01601,2026-04-05 05:00:18.742244,Regular Service,Kothrud,Pune,2.3,3.9,1.6,4625.0,1049.0,5675.0,0.91,57.0,3.7,4.2,7.1,Passive,False,True,3.5,4.6,Delayed,Online,True,False
SRV_003794,CUST_01223,2023-06-14 05:00:18.723244,Oil Change,Vastrapur,Ahmedabad,1.7,1.9,0.2,3400.0,147.0,3547.0,0.7,70.0,3.5,3.1,5.4,Detractor,True,True,3.6,4.2,Not Available,Mobile App,False,False
SRV_003795,CUST_00773,2023-11-17 05:00:18.693242,Major Service,Jayanagar,Bangalore,5.3,6.2,0.8,9494.0,3079.0,12573.0,0.62,70.0,3.3,3.5,3.2,Detractor,False,True,4.3,5.0,Not Available,Mobile App,True,False
SRV_003796,CUST_01537,2024-06-05 05:00:18.740245,Major Service,Madhapur,Hyderabad,5.0,5.3,0.3,14833.0,2628.0,17460.0,0.73,82.0,3.2,3.6,7.3,Passive,True,True,3.7,4.2,Available,Mobile App,False,False
SRV_003797,CUST_00435,2025-02-13 05:00:18.685242,Battery Replacement,Park Street,Kolkata,2.1,2.6,0.5,5627.0,1249.0,6875.0,0.68,35.0,3.6,4.4,7.6,Passive,True,True,4.0,3.9,Available,Mobile App,False,False
SRV_003798,CUST_01671,2023-08-23 05:00:18.759243,Oil Change,Malad,Mumbai,1.4,1.3,0.0,1879.0,626.0,2505.0,0.78,94.0,4.3,4.3,8.0,Passive,True,True,3.0,3.6,Not Available,Mobile App,False,False
SRV_003799,CUST_01422,2024-07-21 05:00:18.737542,Regular Service,Kukatpally,Hyderabad,2.9,3.0,0.1,2010.0,92.0,2102.0,0.96,49.0,4.3,4.6,9.3,Promoter,False,True,3.7,4.5,Not Available,Walk-in,True,True
SRV_003800,CUST_01104,2025-08-23 05:00:18.701242,AC Service,New Town,Kolkata,3.5,3.6,0.1,5847.0,2233.0,8080.0,0.61,29.0,4.1,3.5,8.0,Passive,False,True,3.8,4.5,Available,Walk-in,False,False
SRV_003801,CUST_01143,2023-05-16 05:00:18.720246,Regular Service,Banjara Hills,Hyderabad,3.0,3.5,0.4,4973.0,234.0,5207.0,0.73,27.0,3.6,3.3,3.6,Detractor,True,True,3.1,3.9,Available,Online,False,False
SRV_003802,CUST_00591,2023-08-22 05:00:18.689246,Oil Change,Vaishali Nagar,Jaipur,1.6,1.2,0.0,2699.0,64.0,2763.0,0.94,92.0,4.2,4.4,7.2,Passive,True,True,3.9,3.5,Delayed,Online,True,False
SRV_003803,CUST_00972,2023-01-09 05:00:18.698242,Brake Service,Koramangala,Bangalore,2.3,2.8,0.5,5801.0,1804.0,7605.0,0.62,103.0,3.3,3.9,7.7,Passive,True,True,4.5,3.7,Not Available,Phone,False,False
SRV_003804,CUST_01555,2023-06-24 05:00:18.741246,Oil Change,Koramangala,Bangalore,1.4,1.7,0.3,2872.0,593.0,3465.0,1.0,30.0,3.2,4.6,9.2,Promoter,True,True,3.6,4.6,Not Available,Phone,False,True
SRV_003805,CUST_00771,2024-05-19 05:00:18.693242,Regular Service,Satellite,Ahmedabad,2.9,3.0,0.1,2960.0,665.0,3624.0,0.65,60.0,3.9,4.3,7.8,Passive,False,True,4.3,4.2,Available,Online,True,True
SRV_003806,CUST_01226,2024-07-06 05:00:18.723244,AC Service,Park Street,Kolkata,1.7,2.3,0.6,5992.0,817.0,6809.0,0.81,69.0,3.6,3.6,7.2,Passive,False,True,4.7,4.8,Not Available,Walk-in,True,False
SRV_003807,CUST_01880,2025-07-20 05:00:18.765246,Major Service,Malviya Nagar,Jaipur,6.9,8.7,1.9,14047.0,1263.0,15310.0,0.63,92.0,3.4,3.2,1.4,Detractor,True,True,3.6,3.6,Not Available,Online,False,False
SRV_003808,CUST_01662,2023-11-22 05:00:18.759243,Regular Service,Tambaram,Chennai,2.6,2.6,0.1,3623.0,35.0,3658.0,0.64,41.0,4.5,3.6,7.8,Passive,False,True,3.1,4.4,Not Available,Walk-in,False,False
SRV_003809,CUST_01309,2025-06-14 05:00:18.733242,Oil Change,Janakpuri,Delhi,1.7,2.1,0.4,1626.0,165.0,1791.0,0.72,41.0,4.5,4.4,7.6,Passive,False,True,4.3,3.9,Delayed,Mobile App,True,False
SRV_003810,CUST_00590,2025-07-05 05:00:18.689246,Regular Service,Mansarovar,Jaipur,2.9,4.1,1.1,3504.0,1069.0,4572.0,0.63,17.0,4.2,3.0,1.1,Detractor,True,True,3.2,3.6,Not Available,Walk-in,False,False
SRV_003811,CUST_01920,2025-01-25 05:00:18.766243,Oil Change,OMR,Chennai,2.2,2.3,0.2,2619.0,93.0,2713.0,0.92,81.0,3.5,4.5,9.5,Promoter,True,False,3.5,5.0,Delayed,Phone,True,False
SRV_003812,CUST_01045,2022-10-15 05:00:18.700242,Engine Repair,Malviya Nagar,Jaipur,8.6,7.9,0.0,47426.0,9542.0,56967.0,0.82,35.0,3.1,3.8,7.5,Passive,False,True,3.3,3.8,Delayed,Phone,False,False
SRV_003813,CUST_01871,2026-01-05 05:00:18.764388,Regular Service,C-Scheme,Jaipur,3.0,2.2,0.0,2382.0,125.0,2507.0,0.7,81.0,3.9,3.7,7.1,Passive,False,True,4.5,4.6,Delayed,Online,False,True
SRV_003814,CUST_00241,2025-08-06 05:00:18.662248,Brake Service,Karol Bagh,Delhi,2.6,3.3,0.7,3091.0,226.0,3317.0,1.0,37.0,3.7,3.6,7.8,Passive,False,True,3.9,3.7,Not Available,Online,False,False
SRV_003815,CUST_01941,2024-02-07 05:00:18.766243,Regular Service,Indira Nagar,Lucknow,2.8,3.7,0.9,2603.0,816.0,3419.0,0.64,60.0,4.0,3.3,5.4,Detractor,True,True,3.2,3.6,Available,Phone,True,False
SRV_003816,CUST_00464,2024-09-12 05:00:18.685242,Paint & Body Work,Kukatpally,Hyderabad,20.3,14.0,0.0,18417.0,5316.0,23733.0,0.67,87.0,3.1,4.3,7.8,Passive,True,True,3.9,4.3,Not Available,Online,False,False
SRV_003817,CUST_00107,2023-08-29 05:00:18.658241,Regular Service,Electronic City,Bangalore,4.3,4.0,0.0,4715.0,1231.0,5946.0,0.9,52.0,3.1,4.3,7.9,Passive,True,False,4.6,4.4,Not Available,Walk-in,True,False
SRV_003818,CUST_00506,2025-06-22 05:00:18.687241,Major Service,Vastrapur,Ahmedabad,6.1,5.5,0.0,13230.0,2053.0,15282.0,0.91,102.0,3.5,4.1,7.2,Passive,False,True,3.5,3.6,Available,Mobile App,True,False
SRV_003819,CUST_01605,2024-04-30 05:00:18.742244,Major Service,Tambaram,Chennai,8.2,6.8,0.0,10395.0,2364.0,12759.0,0.64,115.0,4.3,3.5,5.3,Detractor,False,True,5.0,4.1,Delayed,Online,False,False
SRV_003820,CUST_01234,2023-11-02 05:00:18.729244,Regular Service,Madhapur,Hyderabad,2.8,1.7,0.0,2026.0,179.0,2204.0,0.81,61.0,3.9,4.4,7.6,Passive,True,False,3.6,4.6,Available,Online,True,False
SRV_003821,CUST_00456,2024-07-09 05:00:18.685242,Regular Service,Satellite,Ahmedabad,3.6,4.4,0.8,4074.0,294.0,4368.0,0.67,38.0,3.7,2.7,4.0,Detractor,True,False,4.1,4.5,Delayed,Phone,True,False
SRV_003822,CUST_00900,2024-07-23 05:00:18.696242,Brake Service,Howrah,Kolkata,5.1,3.7,0.0,5639.0,808.0,6448.0,0.98,52.0,3.0,4.4,7.9,Passive,False,False,4.7,4.5,Delayed,Online,False,False
SRV_003823,CUST_00039,2023-08-23 05:00:18.656242,Oil Change,Karol Bagh,Delhi,1.4,1.4,0.0,2280.0,577.0,2858.0,0.76,28.0,4.2,3.5,8.0,Passive,False,True,4.1,4.7,Not Available,Mobile App,False,False
SRV_003824,CUST_01661,2023-04-16 05:00:18.759243,Oil Change,Park Street,Kolkata,1.5,1.9,0.3,1520.0,448.0,1967.0,0.95,28.0,3.1,4.3,8.0,Passive,True,True,4.2,4.3,Not Available,Mobile App,True,False
SRV_003825,CUST_00923,2023-08-25 05:00:18.697242,Major Service,Tambaram,Chennai,5.8,4.4,0.0,11954.0,1633.0,13587.0,0.93,46.0,4.9,4.1,7.6,Passive,False,True,4.4,4.6,Available,Phone,True,False
SRV_003826,CUST_00699,2024-03-29 05:00:18.692244,Regular Service,Hinjewadi,Pune,3.2,2.7,0.0,3446.0,861.0,4307.0,0.72,100.0,3.1,3.8,7.2,Passive,True,True,3.6,4.6,Available,Online,True,True
SRV_003827,CUST_00219,2023-01-21 05:00:18.661250,Regular Service,Rajarhat,Kolkata,3.3,2.3,0.0,3965.0,353.0,4319.0,0.6,116.0,4.2,3.8,7.6,Passive,True,True,3.3,4.5,Not Available,Online,True,False
SRV_003828,CUST_01808,2025-11-12 05:00:18.762772,Regular Service,C-Scheme,Jaipur,2.4,1.6,0.0,4696.0,1762.0,6458.0,0.61,73.0,3.3,3.0,2.2,Detractor,True,True,3.1,3.9,Not Available,Phone,False,False
SRV_003829,CUST_00963,2025-02-21 05:00:18.698242,Tire Service,Connaught Place,Delhi,1.6,1.6,0.0,8542.0,3152.0,11694.0,0.63,30.0,4.2,3.8,7.9,Passive,True,False,3.8,4.3,Delayed,Walk-in,True,False
SRV_003830,CUST_01748,2025-09-25 05:00:18.761245,Oil Change,Madhapur,Hyderabad,1.5,1.3,0.0,2461.0,303.0,2764.0,0.78,102.0,4.2,3.7,7.4,Passive,True,True,3.2,4.9,Not Available,Mobile App,False,False
SRV_003831,CUST_01323,2023-10-03 05:00:18.733242,Major Service,Mansarovar,Jaipur,8.5,6.8,0.0,12954.0,1575.0,14528.0,0.89,23.0,3.5,4.2,7.8,Passive,False,True,4.6,4.8,Not Available,Online,False,False
SRV_003832,CUST_00999,2025-07-06 05:00:18.699242,Regular Service,Velachery,Chennai,3.7,4.6,0.9,4637.0,386.0,5023.0,0.75,18.0,3.3,4.3,7.6,Passive,False,True,4.3,3.7,Available,Online,False,False
SRV_003833,CUST_01797,2023-05-19 05:00:18.762772,Regular Service,Kothrud,Pune,2.5,1.7,0.0,3728.0,1142.0,4870.0,0.62,56.0,3.9,3.9,7.6,Passive,False,True,4.2,3.9,Available,Mobile App,False,True
SRV_003834,CUST_00389,2023-09-28 05:00:18.684243,Oil Change,Vastrapur,Ahmedabad,1.4,1.4,0.0,2885.0,773.0,3658.0,0.67,109.0,4.4,3.6,7.6,Passive,True,True,3.4,4.0,Not Available,Mobile App,True,False
SRV_003835,CUST_01372,2024-09-03 05:00:18.735244,Regular Service,Kothrud,Pune,3.0,4.7,1.7,3188.0,1207.0,4396.0,0.64,114.0,4.8,3.6,7.6,Passive,False,True,4.9,4.6,Available,Phone,False,False
SRV_003836,CUST_00156,2023-02-10 05:00:18.660247,Major Service,Aundh,Pune,4.1,6.4,2.3,16069.0,2620.0,18689.0,0.65,14.0,4.0,3.7,7.2,Passive,False,True,4.6,3.5,Delayed,Phone,True,False
SRV_003837,CUST_00979,2023-10-31 05:00:18.699242,Oil Change,Rajarhat,Kolkata,1.8,1.5,0.0,2374.0,45.0,2419.0,0.89,31.0,3.3,4.8,9.5,Promoter,True,True,4.9,5.0,Not Available,Walk-in,True,True
SRV_003838,CUST_00701,2023-11-27 05:00:18.692244,Regular Service,Howrah,Kolkata,3.0,3.6,0.6,4028.0,388.0,4416.0,0.88,52.0,4.6,3.4,5.2,Detractor,True,True,3.1,4.5,Not Available,Walk-in,False,False
SRV_003839,CUST_00686,2025-01-28 05:00:18.691243,Regular Service,Aundh,Pune,1.7,2.1,0.3,5194.0,1806.0,7001.0,0.9,76.0,3.5,3.1,2.1,Detractor,True,False,5.0,4.9,Delayed,Online,True,True
SRV_003840,CUST_00822,2023-10-01 05:00:18.695242,Major Service,Karol Bagh,Delhi,6.9,7.5,0.5,15877.0,2954.0,18831.0,0.97,114.0,4.2,3.5,0.1,Detractor,True,True,4.3,3.7,Not Available,Online,True,False
SRV_003841,CUST_00823,2023-12-25 05:00:18.695242,Major Service,Maninagar,Ahmedabad,5.9,9.9,4.0,11796.0,4558.0,16354.0,0.91,46.0,3.2,3.2,2.9,Detractor,False,True,3.2,4.1,Available,Mobile App,True,False
SRV_003842,CUST_01064,2025-08-12 05:00:18.701242,Major Service,Baner,Pune,4.3,6.9,2.6,11901.0,3732.0,15633.0,0.87,6.0,4.5,3.1,0.9,Detractor,False,True,4.4,3.7,Delayed,Online,True,False
SRV_003843,CUST_01784,2024-04-02 05:00:18.762244,AC Service,Madhapur,Hyderabad,4.0,4.7,0.7,6870.0,962.0,7832.0,0.7,94.0,4.4,3.8,7.7,Passive,True,True,4.6,3.7,Available,Mobile App,False,True
SRV_003844,CUST_00889,2024-02-04 05:00:18.696242,Major Service,Wakad,Pune,5.3,3.7,0.0,11445.0,827.0,12271.0,0.97,98.0,3.1,4.4,7.6,Passive,True,True,3.8,4.1,Not Available,Online,False,False
SRV_003845,CUST_01259,2023-08-05 05:00:18.730244,Tire Service,Malad,Mumbai,2.8,3.3,0.5,9035.0,1562.0,10597.0,0.72,24.0,4.1,3.9,7.6,Passive,False,False,3.8,4.2,Delayed,Walk-in,True,False
SRV_003846,CUST_01532,2025-04-17 05:00:18.740245,Major Service,Baner,Pune,7.5,8.6,1.1,13100.0,645.0,13745.0,0.64,94.0,4.3,3.0,1.2,Detractor,False,True,3.4,4.1,Not Available,Online,False,False
SRV_003847,CUST_01111,2025-08-30 05:00:18.719245,Regular Service,Secunderabad,Hyderabad,1.7,1.6,0.0,3420.0,1252.0,4672.0,0.76,38.0,3.1,4.6,9.5,Promoter,False,True,4.1,4.0,Available,Online,True,False
SRV_003848,CUST_01000,2024-02-09 05:00:18.699242,Regular Service,Madhapur,Hyderabad,3.5,3.9,0.4,4481.0,108.0,4589.0,0.69,53.0,3.2,4.3,7.3,Passive,True,True,3.2,3.6,Delayed,Walk-in,False,False
SRV_003849,CUST_00069,2023-05-17 05:00:18.657243,Oil Change,Vaishali Nagar,Jaipur,1.9,2.1,0.2,2196.0,499.0,2695.0,0.67,71.0,3.4,3.5,3.1,Detractor,True,False,3.3,4.1,Not Available,Mobile App,True,False
SRV_003850,CUST_01135,2023-06-17 05:00:18.720246,Engine Repair,Indira Nagar,Lucknow,11.3,8.9,0.0,47973.0,7187.0,55160.0,0.64,71.0,3.6,3.8,7.4,Passive,True,True,4.9,4.0,Delayed,Online,True,False
SRV_003851,CUST_00157,2023-11-23 05:00:18.660247,Major Service,Koramangala,Bangalore,6.5,5.0,0.0,18777.0,1152.0,19930.0,0.76,36.0,3.0,3.4,0.0,Detractor,True,True,3.2,3.5,Delayed,Walk-in,False,False
SRV_003852,CUST_00612,2023-03-26 05:00:18.690242,Oil Change,Gomti Nagar,Lucknow,1.3,1.4,0.0,1884.0,639.0,2523.0,0.68,5.0,3.3,3.6,7.4,Passive,True,True,3.4,4.1,Not Available,Walk-in,True,True
SRV_003853,CUST_00939,2024-08-13 05:00:18.697242,Brake Service,Jayanagar,Bangalore,2.7,1.9,0.0,6110.0,1480.0,7590.0,0.96,95.0,3.1,4.6,9.9,Promoter,True,True,3.9,3.6,Not Available,Online,False,False
SRV_003854,CUST_00299,2024-06-27 05:00:18.663245,Regular Service,Secunderabad,Hyderabad,2.0,2.9,0.9,4924.0,531.0,5455.0,0.97,112.0,4.0,3.4,4.0,Detractor,True,True,3.3,4.6,Not Available,Online,True,False
SRV_003855,CUST_00316,2026-02-26 05:00:18.664243,Oil Change,Prahlad Nagar,Ahmedabad,1.8,1.3,0.0,1695.0,27.0,1721.0,0.74,78.0,4.7,3.5,7.4,Passive,False,True,3.5,3.8,Available,Phone,True,True
SRV_003856,CUST_00797,2025-01-07 05:00:18.694242,AC Service,Malad,Mumbai,3.0,3.0,0.0,3775.0,1020.0,4796.0,0.79,104.0,4.2,4.0,7.5,Passive,False,False,3.9,4.6,Available,Walk-in,False,False
SRV_003857,CUST_00317,2025-12-13 05:00:18.664243,Regular Service,Tambaram,Chennai,2.9,2.6,0.0,2972.0,126.0,3098.0,0.81,46.0,4.3,3.9,7.6,Passive,False,True,3.0,4.3,Available,Phone,True,False
SRV_003858,CUST_01393,2025-01-01 05:00:18.736244,Regular Service,Karol Bagh,Delhi,3.4,3.4,0.0,3119.0,593.0,3712.0,0.89,105.0,3.3,4.3,7.1,Passive,True,True,5.0,3.7,Not Available,Phone,False,False
SRV_003859,CUST_01137,2026-01-28 05:00:18.720246,Regular Service,T. Nagar,Chennai,2.1,2.6,0.6,3571.0,613.0,4184.0,0.81,43.0,4.5,3.3,4.3,Detractor,True,True,3.1,4.8,Available,Online,True,False
SRV_003860,CUST_01180,2025-01-26 05:00:18.722244,AC Service,Connaught Place,Delhi,3.0,2.4,0.0,5088.0,177.0,5265.0,0.96,14.0,3.7,4.3,7.4,Passive,False,True,3.2,3.8,Delayed,Mobile App,False,True
SRV_003861,CUST_01507,2025-08-18 05:00:18.740245,Major Service,Howrah,Kolkata,5.0,5.4,0.3,14552.0,462.0,15014.0,0.76,75.0,3.7,4.3,7.5,Passive,True,False,4.9,4.0,Delayed,Phone,False,False
SRV_003862,CUST_01233,2025-06-12 05:00:18.724244,Engine Repair,Connaught Place,Delhi,8.3,12.0,3.7,15336.0,3114.0,18449.0,0.68,54.0,4.2,3.1,5.9,Detractor,True,True,4.6,4.7,Not Available,Walk-in,False,False
SRV_003863,CUST_01881,2024-08-08 05:00:18.765246,AC Service,Bandra East,Mumbai,2.3,2.8,0.6,3847.0,1526.0,5374.0,0.95,112.0,3.6,4.1,7.7,Passive,False,True,3.3,4.5,Delayed,Phone,True,False
SRV_003864,CUST_00315,2025-10-21 05:00:18.664243,Regular Service,Gachibowli,Hyderabad,3.5,4.0,0.5,5888.0,783.0,6671.0,0.94,116.0,3.8,3.9,7.5,Passive,False,False,3.7,4.8,Not Available,Phone,True,False
SRV_003865,CUST_00429,2023-10-04 05:00:18.685242,Regular Service,Vastrapur,Ahmedabad,2.8,2.8,0.0,2180.0,565.0,2745.0,0.65,69.0,3.5,3.5,7.3,Passive,False,True,3.4,4.8,Available,Mobile App,True,False
SRV_003866,CUST_01270,2023-11-06 05:00:18.731244,Battery Replacement,Howrah,Kolkata,1.0,1.5,0.5,6911.0,1474.0,8385.0,0.69,24.0,4.3,3.7,7.4,Passive,True,True,4.5,4.7,Delayed,Walk-in,False,False
SRV_003867,CUST_01098,2025-02-25 05:00:18.701242,Major Service,Hazratganj,Lucknow,5.8,5.6,0.0,12898.0,1725.0,14622.0,0.89,91.0,4.2,4.7,9.4,Promoter,False,True,3.7,4.6,Available,Walk-in,False,True
SRV_003868,CUST_01822,2023-09-22 05:00:18.763244,Regular Service,C-Scheme,Jaipur,3.3,3.5,0.2,2767.0,94.0,2861.0,0.62,55.0,4.9,4.0,7.2,Passive,False,False,4.4,4.7,Available,Mobile App,True,False
SRV_003869,CUST_01854,2023-03-28 05:00:18.764388,Paint & Body Work,Baner,Pune,20.8,19.6,0.0,21704.0,4670.0,26374.0,0.66,96.0,3.1,4.0,7.0,Passive,False,True,4.6,3.6,Delayed,Walk-in,True,False
SRV_003870,CUST_00972,2023-10-17 05:00:18.698242,Major Service,Koramangala,Bangalore,6.2,8.6,2.4,13896.0,2485.0,16381.0,0.69,73.0,4.3,2.8,0.8,Detractor,False,True,4.0,4.9,Not Available,Walk-in,False,False
SRV_003871,CUST_01402,2024-06-04 05:00:18.736244,Regular Service,Jayanagar,Bangalore,2.7,2.0,0.0,3196.0,593.0,3789.0,0.72,97.0,3.9,4.1,7.8,Passive,False,True,4.2,3.9,Not Available,Walk-in,True,False
SRV_003872,CUST_01549,2025-10-20 05:00:18.741246,Oil Change,Malad,Mumbai,1.0,1.1,0.1,2309.0,260.0,2569.0,0.79,10.0,3.8,3.5,7.7,Passive,True,False,5.0,4.8,Available,Online,False,False
SRV_003873,CUST_01695,2025-01-18 05:00:18.760245,Regular Service,T. Nagar,Chennai,3.4,4.4,1.0,2907.0,578.0,3485.0,0.75,29.0,3.9,3.8,7.4,Passive,True,False,3.0,4.0,Available,Online,False,True
SRV_003874,CUST_00427,2024-06-01 05:00:18.685242,Regular Service,Hazratganj,Lucknow,2.5,2.1,0.0,2738.0,202.0,2940.0,0.76,65.0,3.6,3.5,7.5,Passive,True,False,4.9,4.4,Delayed,Online,False,True
SRV_003875,CUST_01316,2024-09-20 05:00:18.733242,Regular Service,Velachery,Chennai,2.2,3.1,0.9,4969.0,1360.0,6330.0,0.94,58.0,3.1,3.6,7.6,Passive,True,True,3.9,4.0,Delayed,Walk-in,True,False
SRV_003876,CUST_00916,2023-09-13 05:00:18.697242,Oil Change,Aliganj,Lucknow,1.6,1.4,0.0,2566.0,186.0,2752.0,0.84,10.0,3.6,4.1,8.0,Passive,True,True,4.5,3.8,Delayed,Phone,False,True
SRV_003877,CUST_01588,2024-09-25 05:00:18.742244,Regular Service,Rajarhat,Kolkata,3.3,2.9,0.0,3422.0,56.0,3478.0,0.79,25.0,3.2,3.6,7.7,Passive,True,False,4.4,4.2,Available,Phone,False,False
SRV_003878,CUST_00138,2023-08-12 05:00:18.659245,Regular Service,Koramangala,Bangalore,3.5,4.0,0.5,2670.0,596.0,3267.0,0.68,20.0,3.8,4.3,7.3,Passive,True,True,4.0,4.3,Not Available,Walk-in,False,True
SRV_003879,CUST_01222,2024-05-13 05:00:18.723244,Regular Service,Bandra East,Mumbai,2.5,2.0,0.0,3118.0,1051.0,4169.0,0.76,40.0,3.1,3.8,7.3,Passive,False,True,4.2,4.7,Delayed,Walk-in,True,False
SRV_003880,CUST_01947,2023-12-20 05:00:18.766243,Regular Service,Gachibowli,Hyderabad,3.2,3.5,0.4,2342.0,216.0,2558.0,0.95,76.0,3.8,4.9,9.7,Promoter,False,True,3.3,4.3,Available,Phone,True,False
SRV_003881,CUST_00963,2025-04-15 05:00:18.698242,AC Service,Connaught Place,Delhi,3.0,2.7,0.0,3077.0,816.0,3893.0,0.7,69.0,4.3,3.7,8.0,Passive,True,True,3.7,4.3,Available,Walk-in,False,False
SRV_003882,CUST_00244,2025-03-24 05:00:18.662248,Oil Change,Salt Lake,Kolkata,0.8,0.7,0.0,1907.0,83.0,1989.0,0.81,113.0,4.1,3.7,7.2,Passive,False,True,4.3,4.4,Delayed,Phone,True,False
SRV_003883,CUST_00462,2023-05-16 05:00:18.685242,Regular Service,Mansarovar,Jaipur,3.6,3.2,0.0,5878.0,1544.0,7421.0,0.82,32.0,4.7,4.3,7.9,Passive,False,True,4.1,4.9,Available,Phone,False,False
SRV_003884,CUST_01357,2024-03-16 05:00:18.734243,Oil Change,Powai,Mumbai,1.4,1.2,0.0,1880.0,702.0,2582.0,0.63,67.0,4.2,3.1,3.8,Detractor,True,True,4.0,5.0,Delayed,Online,True,False
SRV_003885,CUST_01993,2025-07-28 05:00:18.767245,Major Service,Rajarhat,Kolkata,4.3,3.5,0.0,9707.0,2686.0,12393.0,0.61,6.0,4.3,3.8,7.5,Passive,True,True,4.9,4.8,Delayed,Online,False,False
SRV_003886,CUST_00579,2023-10-12 05:00:18.689246,Major Service,Rajarhat,Kolkata,4.7,3.6,0.0,14698.0,2914.0,17611.0,0.94,115.0,4.8,4.5,9.1,Promoter,False,True,4.1,4.1,Available,Mobile App,True,False
SRV_003887,CUST_01956,2024-06-18 05:00:18.766243,Oil Change,Aliganj,Lucknow,1.2,0.9,0.0,2270.0,764.0,3034.0,0.98,109.0,4.2,4.6,9.1,Promoter,True,True,4.6,4.4,Available,Online,True,False
SRV_003888,CUST_01202,2023-06-21 05:00:18.723244,Oil Change,Baner,Pune,1.2,1.7,0.4,1633.0,526.0,2159.0,0.89,84.0,3.8,4.1,8.0,Passive,True,True,4.3,3.5,Available,Online,True,False
SRV_003889,CUST_00352,2024-05-25 05:00:18.665243,Regular Service,Baner,Pune,3.9,3.0,0.0,2222.0,764.0,2985.0,0.79,61.0,4.4,3.4,2.0,Detractor,False,True,3.5,3.5,Not Available,Phone,False,False
SRV_003890,CUST_00110,2023-11-09 05:00:18.658241,Regular Service,Anna Nagar,Chennai,2.6,4.2,1.6,2742.0,121.0,2863.0,0.75,108.0,3.8,4.0,7.7,Passive,True,True,4.4,4.4,Delayed,Walk-in,False,False
SRV_003891,CUST_00682,2024-11-19 05:00:18.691243,Regular Service,Wakad,Pune,3.0,2.7,0.0,3774.0,415.0,4189.0,0.82,114.0,3.8,4.2,7.7,Passive,True,True,3.3,3.8,Not Available,Phone,False,False
SRV_003892,CUST_00241,2024-12-16 05:00:18.662248,Regular Service,Karol Bagh,Delhi,2.1,1.7,0.0,3798.0,864.0,4662.0,0.95,34.0,3.6,3.6,7.1,Passive,True,True,4.1,4.5,Not Available,Online,False,False
SRV_003893,CUST_01431,2023-11-22 05:00:18.737542,Battery Replacement,Whitefield,Bangalore,1.4,1.7,0.3,7061.0,2327.0,9389.0,0.73,102.0,3.5,3.4,1.8,Detractor,False,False,4.7,4.7,Delayed,Walk-in,True,False
SRV_003894,CUST_00112,2025-08-27 05:00:18.658241,Regular Service,Aundh,Pune,4.4,4.9,0.5,3709.0,57.0,3766.0,0.9,92.0,3.5,4.0,7.2,Passive,True,False,4.6,3.7,Delayed,Walk-in,False,False
SRV_003895,CUST_01294,2024-01-18 05:00:18.733242,Brake Service,Maninagar,Ahmedabad,2.2,2.7,0.5,7986.0,591.0,8577.0,0.62,28.0,3.9,3.5,1.9,Detractor,True,True,4.0,4.5,Available,Online,True,False
SRV_003896,CUST_01777,2024-09-20 05:00:18.762244,Regular Service,Hazratganj,Lucknow,3.2,4.0,0.8,6599.0,337.0,6936.0,0.88,23.0,4.5,3.0,4.1,Detractor,True,True,4.2,4.4,Available,Mobile App,True,False
SRV_003897,CUST_00483,2026-03-14 05:00:18.686242,Regular Service,Kukatpally,Hyderabad,2.9,2.5,0.0,3629.0,309.0,3938.0,0.72,116.0,3.7,4.2,7.1,Passive,True,True,4.1,4.9,Delayed,Mobile App,False,True
SRV_003898,CUST_00497,2024-05-02 05:00:18.686242,Oil Change,Thane,Mumbai,1.1,1.4,0.3,2362.0,739.0,3101.0,0.89,37.0,4.7,4.4,7.9,Passive,False,True,3.3,4.5,Not Available,Walk-in,False,False
SRV_003899,CUST_00380,2022-12-22 05:00:18.683245,Regular Service,Park Street,Kolkata,2.8,4.2,1.4,2400.0,70.0,2469.0,0.94,36.0,4.4,4.2,7.2,Passive,True,True,4.3,4.7,Delayed,Online,True,True
SRV_003900,CUST_01781,2025-01-18 05:00:18.762244,Regular Service,Bandra East,Mumbai,3.5,3.5,0.1,3389.0,1225.0,4614.0,0.65,38.0,4.0,3.8,7.8,Passive,True,True,4.2,5.0,Available,Mobile App,False,True
SRV_003901,CUST_00138,2024-04-21 05:00:18.659245,Regular Service,Koramangala,Bangalore,3.1,2.6,0.0,2607.0,32.0,2638.0,0.96,15.0,4.1,3.9,7.5,Passive,True,True,3.2,3.8,Delayed,Phone,True,False
